server_id,window_start,window_end,max_net_in,max_disk_io,alert
server_12,22:19:40,22:20:10,2965.68,3686.13,Normal
server_13,22:25:00,22:25:30,822.59,133.27,Normal
server_3,22:26:20,22:26:50,804.1,112.15,Normal
server_13,22:29:10,22:29:40,1001.73,4457.53,Disk thrash suspected
server_3,22:30:10,22:30:40,15008.06,4212.81,Network flood + Disk thrash suspected
server_13,22:30:50,22:31:20,19009.49,781.07,Possible DDoS
server_2,22:30:50,22:31:20,3232.52,3402.62,Normal
server_15,22:31:20,22:31:50,11427.21,47.53,Possible DDoS
server_5,22:32:50,22:33:20,1404.88,4559.23,Disk thrash suspected
server_19,22:34:20,22:34:50,13539.43,136.37,Possible DDoS
server_8,22:37:20,22:37:50,10333.01,1380.2,Possible DDoS
server_1,22:40:30,22:41:00,11841.54,1945.4,Network flood + Disk thrash suspected
server_20,22:40:50,22:41:20,13880.06,8346.81,Network flood + Disk thrash suspected
server_18,22:41:40,22:42:10,4583.33,758.46,Normal
server_11,22:42:40,22:43:10,1018.19,121.08,Normal
server_13,22:44:30,22:45:00,19102.82,9485.94,Network flood + Disk thrash suspected
server_10,22:45:30,22:46:00,1713.84,6828.62,Disk thrash suspected
server_4,22:46:10,22:46:40,10413.73,8571.7,Network flood + Disk thrash suspected
server_20,22:48:50,22:49:20,7093.48,503.96,Possible DDoS
server_11,22:50:00,22:50:30,19981.05,1020.25,Possible DDoS
server_14,22:50:10,22:50:40,4143.86,7662.32,Normal
server_4,22:51:30,22:52:00,13742.93,525.61,Possible DDoS
server_2,20:52:00,20:52:30,1861.08,8551.07,Normal
server_4,20:57:20,20:57:50,8041.33,1063.29,Possible DDoS
server_6,21:00:10,21:00:40,15358.34,8521.55,Network flood + Disk thrash suspected
server_3,21:01:40,21:02:10,11781.55,1875.41,Network flood + Disk thrash suspected
server_18,21:02:00,21:02:30,4038.94,6530.04,Normal
server_2,21:02:40,21:03:10,872.41,3902.74,Disk thrash suspected
server_13,21:03:00,21:03:30,19546.61,97.38,Possible DDoS
server_16,21:03:20,21:03:50,1671.29,6066.98,Disk thrash suspected
server_6,21:04:50,21:05:20,16330.21,148.85,Possible DDoS
server_9,21:07:30,21:08:00,1450.85,5747.87,Disk thrash suspected
server_9,21:11:40,21:12:10,14534.65,6356.94,Network flood + Disk thrash suspected
server_8,21:12:30,21:13:00,18754.37,1955.91,Network flood + Disk thrash suspected
server_15,21:13:20,21:13:50,18573.08,9565.48,Network flood + Disk thrash suspected
server_16,21:13:40,21:14:10,585.88,82.13,Normal
server_10,21:14:00,21:14:30,5163.86,156.26,Normal
server_6,21:16:10,21:16:40,13259.83,1346.03,Possible DDoS
server_7,21:22:10,21:22:40,3047.78,6191.31,Normal
server_1,21:24:50,21:25:20,12538.72,185.06,Possible DDoS
server_8,21:30:40,21:31:10,564.56,4984.37,Disk thrash suspected
server_14,21:32:20,21:32:50,9017.74,1385.7,Possible DDoS
server_7,21:34:40,21:35:10,962.74,51.13,Normal
server_14,21:37:00,21:37:30,17543.69,7025.76,Network flood + Disk thrash suspected
server_13,21:39:50,21:40:20,9006.63,8441.65,Network flood + Disk thrash suspected
server_18,21:41:20,21:41:50,526.68,173.25,Normal
server_12,21:44:00,21:44:30,4293.15,4408.64,Normal
server_10,21:44:30,21:45:00,15022.21,3333.1,Network flood + Disk thrash suspected
server_3,21:45:40,21:46:10,14018.57,59.33,Possible DDoS
server_11,21:47:40,21:48:10,17119.47,134.67,Possible DDoS
server_11,21:49:20,21:49:50,17516.98,4168.17,Network flood + Disk thrash suspected
server_6,21:52:20,21:52:50,3149.07,1873.85,Normal
server_10,21:52:30,21:53:00,1085.43,1991.69,Disk thrash suspected
server_17,21:53:20,21:53:50,963.82,83.58,Normal
server_4,21:54:30,21:55:00,19573.15,9562.46,Network flood + Disk thrash suspected
server_9,21:54:50,21:55:20,19514.9,4210.21,Network flood + Disk thrash suspected
server_5,21:56:30,21:57:00,1030.47,83.92,Normal
server_2,21:56:50,21:57:20,9215.84,1003.05,Possible DDoS
server_5,21:59:00,21:59:30,647.89,3144.25,Disk thrash suspected
server_9,22:00:20,22:00:50,4753.3,1810.57,Normal
server_4,22:01:30,22:02:00,16821.76,146.78,Possible DDoS
server_8,22:05:10,22:05:40,6006.71,179.28,Possible DDoS
server_13,22:05:20,22:05:50,19741.62,1545.56,Possible DDoS
server_19,22:07:40,22:08:10,832.62,124.47,Normal
server_18,22:08:50,22:09:20,14849.81,8752.71,Network flood + Disk thrash suspected
server_15,22:10:00,22:10:30,15961.19,4240.27,Network flood + Disk thrash suspected
server_15,22:11:50,22:12:20,13743.77,192.29,Possible DDoS
server_18,22:15:40,22:16:10,18930.73,1339.25,Possible DDoS
server_16,22:17:40,22:18:10,18849.99,1724.03,Possible DDoS
server_11,22:18:50,22:19:20,14809.89,4913.09,Network flood + Disk thrash suspected
server_13,22:19:10,22:19:40,969.25,9060.05,Disk thrash suspected
server_19,22:20:00,22:20:30,3680.03,1902.68,Normal
server_5,22:20:30,22:21:00,14831.97,83.48,Possible DDoS
server_10,22:28:30,22:29:00,2222.05,9681.45,Normal
server_19,22:29:00,22:29:30,472.81,5009.66,Disk thrash suspected
server_19,22:30:10,22:30:40,8472.67,119.96,Possible DDoS
server_17,22:32:30,22:33:00,955.3,154.99,Normal
server_14,22:34:30,22:35:00,3089.43,9501.43,Normal
server_14,22:36:30,22:37:00,19906.02,717.85,Possible DDoS
server_13,22:40:50,22:41:20,969.64,85.26,Normal
server_8,22:43:10,22:43:40,2084.92,1052.24,Normal
server_7,22:45:20,22:45:50,10118.48,3519.29,Network flood + Disk thrash suspected
server_14,22:47:10,22:47:40,4533.79,6250.04,Normal
server_12,22:48:00,22:48:30,14926.78,6014.94,Network flood + Disk thrash suspected
server_19,22:48:50,22:49:20,5742.73,161.44,Possible DDoS
server_2,22:49:10,22:49:40,856.15,8401.96,Disk thrash suspected
server_5,22:50:40,22:51:10,9467.49,5109.55,Network flood + Disk thrash suspected
server_5,20:53:30,20:54:00,947.52,8543.4,Disk thrash suspected
server_6,20:54:00,20:54:30,17970.07,1559.42,Possible DDoS
server_9,20:55:20,20:55:50,1021.8,4520.66,Disk thrash suspected
server_14,21:01:20,21:01:50,2309.27,4591.35,Normal
server_19,21:02:40,21:03:10,16541.82,745.15,Possible DDoS
server_13,21:04:30,21:05:00,14980.39,893.7,Possible DDoS
server_17,21:05:00,21:05:30,18291.1,7876.44,Network flood + Disk thrash suspected
server_18,21:06:40,21:07:10,8391.4,902.72,Possible DDoS
server_10,21:07:20,21:07:50,19926.71,7974.36,Network flood + Disk thrash suspected
server_13,21:10:10,21:10:40,946.5,128.79,Normal
server_2,21:11:00,21:11:30,931.33,8100.03,Disk thrash suspected
server_20,21:11:40,21:12:10,13089.42,1701.23,Possible DDoS
server_1,21:12:00,21:12:30,15331.4,9048.1,Network flood + Disk thrash suspected
server_13,21:12:50,21:13:20,701.64,6540.2,Disk thrash suspected
server_8,21:13:40,21:14:10,3469.39,1987.44,Normal
server_1,21:16:30,21:17:00,5547.33,4681.3,Network flood + Disk thrash suspected
server_14,21:20:10,21:20:40,18404.29,86.59,Possible DDoS
server_4,21:23:50,21:24:20,7923.58,4761.26,Network flood + Disk thrash suspected
server_17,21:25:00,21:25:30,18034.25,1546.29,Possible DDoS
server_18,21:26:00,21:26:30,18476.52,8038.22,Network flood + Disk thrash suspected
server_18,21:31:10,21:31:40,17646.97,3879.22,Network flood + Disk thrash suspected
server_18,21:31:30,21:32:00,18384.61,112.23,Possible DDoS
server_13,21:32:20,21:32:50,9312.93,114.84,Possible DDoS
server_16,21:33:30,21:34:00,6165.51,8829.08,Network flood + Disk thrash suspected
server_7,21:37:10,21:37:40,2147.25,1512.81,Normal
server_6,21:38:00,21:38:30,2007.8,1840.37,Normal
server_17,21:39:20,21:39:50,18211.9,115.44,Possible DDoS
server_2,21:39:50,21:40:20,18546.38,629.4,Possible DDoS
server_11,21:40:00,21:40:30,6035.65,106.75,Possible DDoS
server_15,21:41:20,21:41:50,958.81,114.96,Normal
server_14,21:43:30,21:44:00,3500.84,6766.32,Normal
server_12,21:44:10,21:44:40,4293.15,4408.64,Normal
server_3,21:45:20,21:45:50,5657.01,1066.75,Possible DDoS
server_6,21:46:30,21:47:00,3021.98,7763.03,Normal
server_11,21:47:30,21:48:00,998.33,134.67,Normal
server_1,21:47:50,21:48:20,2833.06,7291.76,Normal
server_14,21:50:20,21:50:50,18943.16,5492.13,Network flood + Disk thrash suspected
server_7,21:51:20,21:51:50,3224.9,9984.02,Normal
server_13,21:51:50,21:52:20,13426.38,1819.72,Network flood + Disk thrash suspected
server_18,21:54:40,21:55:10,16239.38,768.63,Possible DDoS
server_2,21:56:00,21:56:30,7090.94,121.21,Possible DDoS
server_18,21:56:20,21:56:50,4309.03,1750.66,Normal
server_6,21:57:50,21:58:20,7366.31,7471.37,Network flood + Disk thrash suspected
server_9,22:00:30,22:01:00,4753.3,4727.1,Normal
server_19,22:02:10,22:02:40,835.58,118.81,Normal
server_16,22:04:40,22:05:10,12690.54,163.05,Possible DDoS
server_2,22:04:50,22:05:20,1389.71,808.11,Normal
server_12,22:08:30,22:09:00,18700.28,1688.27,Possible DDoS
server_9,22:10:00,22:10:30,15003.99,148.16,Possible DDoS
server_8,22:10:00,22:10:30,18453.84,531.25,Possible DDoS
server_5,22:10:40,22:11:10,19671.66,5553.14,Network flood + Disk thrash suspected
server_14,22:11:50,22:12:20,11395.71,4256.92,Network flood + Disk thrash suspected
server_12,22:11:50,22:12:20,879.56,3903.48,Disk thrash suspected
server_19,22:13:40,22:14:10,6576.03,145.69,Possible DDoS
server_7,22:14:30,22:15:00,8609.28,1586.42,Possible DDoS
server_15,22:15:10,22:15:40,19871.23,178.03,Possible DDoS
server_14,22:19:20,22:19:50,8495.24,3373.54,Network flood + Disk thrash suspected
server_11,22:21:20,22:21:50,17369.86,154.61,Possible DDoS
server_17,22:21:20,22:21:50,838.96,98.98,Normal
server_14,22:21:30,22:22:00,16422.67,117.71,Possible DDoS
server_9,22:23:30,22:24:00,1015.43,6288.91,Disk thrash suspected
server_15,22:24:50,22:25:20,3771.29,1576.67,Normal
server_18,22:27:00,22:27:30,968.74,3353.8,Disk thrash suspected
server_6,22:27:00,22:27:30,976.93,57.53,Normal
server_15,22:34:50,22:35:20,7466.59,892.05,Possible DDoS
server_5,22:37:20,22:37:50,13698.45,5398.57,Network flood + Disk thrash suspected
server_18,22:40:00,22:40:30,6315.28,132.95,Possible DDoS
server_6,22:41:20,22:41:50,9179.84,121.08,Possible DDoS
server_16,22:42:20,22:42:50,19193.04,174.39,Possible DDoS
server_1,22:42:40,22:43:10,13704.55,1455.04,Possible DDoS
server_5,22:46:20,22:46:50,893.94,77.39,Normal
server_18,22:50:00,22:50:30,15547.12,1177.6,Possible DDoS
server_3,22:51:50,22:52:20,414.06,65.36,Normal
server_15,20:54:00,20:54:30,953.14,111.5,Normal
server_2,20:56:40,20:57:10,5603.31,6267.54,Network flood + Disk thrash suspected
server_16,20:58:30,20:59:00,19468.95,148.05,Possible DDoS
server_14,20:58:50,20:59:20,7032.23,151.48,Possible DDoS
server_9,20:59:00,20:59:30,648.36,9798.1,Disk thrash suspected
server_9,21:01:00,21:01:30,18667.42,198.51,Possible DDoS
server_9,21:02:00,21:02:30,4235.62,9824.21,Normal
server_7,21:05:10,21:05:40,14486.03,1290.93,Possible DDoS
server_13,21:09:00,21:09:30,4937.07,4868.94,Normal
server_15,21:09:10,21:09:40,11513.51,184.85,Possible DDoS
server_20,21:09:20,21:09:50,2087.41,7684.64,Normal
server_9,21:13:30,21:14:00,10388.72,9926.51,Network flood + Disk thrash suspected
server_20,21:15:10,21:15:40,4370.51,1362.5,Normal
server_3,21:16:40,21:17:10,4757.38,6952.05,Normal
server_1,21:16:50,21:17:20,4112.18,9793.85,Normal
server_1,21:20:30,21:21:00,6997.32,8150.67,Network flood + Disk thrash suspected
server_4,21:20:40,21:21:10,3416.67,3508.95,Normal
server_8,21:21:00,21:21:30,836.43,7236.53,Disk thrash suspected
server_11,21:22:30,21:23:00,957.29,6092.79,Disk thrash suspected
server_13,21:23:10,21:23:40,1331.3,7593.06,Disk thrash suspected
server_20,21:24:00,21:24:30,2731.16,9036.47,Normal
server_9,21:26:50,21:27:20,12435.49,5585.61,Network flood + Disk thrash suspected
server_11,21:31:40,21:32:10,6603.02,9666.99,Network flood + Disk thrash suspected
server_5,21:36:00,21:36:30,1047.94,144.47,Normal
server_5,21:36:40,21:37:10,10795.44,537.97,Possible DDoS
server_7,21:38:10,21:38:40,2824.01,1617.5,Normal
server_14,21:41:40,21:42:10,960.4,4048.17,Disk thrash suspected
server_3,21:42:50,21:43:20,2389.24,1992.09,Normal
server_5,21:44:10,21:44:40,18977.54,1309.89,Possible DDoS
server_8,21:44:20,21:44:50,2966.17,9435.13,Normal
server_1,21:44:50,21:45:20,15423.54,1890.95,Network flood + Disk thrash suspected
server_9,21:46:00,21:46:30,1646.47,8136.21,Disk thrash suspected
server_12,21:46:40,21:47:10,8360.87,118.02,Possible DDoS
server_5,21:46:50,21:47:20,18092.97,9716.92,Network flood + Disk thrash suspected
server_15,21:47:20,21:47:50,7656.42,1108.81,Possible DDoS
server_2,21:47:20,21:47:50,7820.12,699.27,Possible DDoS
server_20,21:47:40,21:48:10,4116.57,1368.13,Normal
server_4,21:47:50,21:48:20,18331.18,9160.66,Network flood + Disk thrash suspected
server_20,21:48:10,21:48:40,16973.39,8018.22,Network flood + Disk thrash suspected
server_11,21:49:10,21:49:40,4524.87,4168.17,Normal
server_17,21:53:00,21:53:30,17231.31,1323.66,Possible DDoS
server_16,21:54:10,21:54:40,18389.44,1816.44,Network flood + Disk thrash suspected
server_13,21:54:20,21:54:50,3179.31,798.86,Normal
server_10,21:54:20,21:54:50,15141.94,8458.16,Network flood + Disk thrash suspected
server_4,21:57:00,21:57:30,12580.62,126.49,Possible DDoS
server_12,21:57:10,21:57:40,908.02,5693.67,Disk thrash suspected
server_19,21:57:20,21:57:50,1029.0,1330.31,Normal
server_15,22:03:10,22:03:40,1202.73,1750.16,Disk thrash suspected
server_4,22:03:30,22:04:00,4123.62,8592.96,Normal
server_16,22:07:20,22:07:50,918.55,85.08,Normal
server_2,22:07:40,22:08:10,14422.86,1940.59,Network flood + Disk thrash suspected
server_20,22:09:00,22:09:30,16419.68,9878.57,Network flood + Disk thrash suspected
server_10,22:09:00,22:09:30,11321.39,8622.61,Network flood + Disk thrash suspected
server_16,22:10:30,22:11:00,4184.07,1606.95,Normal
server_14,22:10:50,22:11:20,732.78,8350.22,Disk thrash suspected
server_14,22:12:50,22:13:20,953.35,7802.96,Disk thrash suspected
server_10,22:14:30,22:15:00,755.82,9247.02,Disk thrash suspected
server_13,22:19:20,22:19:50,11374.54,9060.05,Network flood + Disk thrash suspected
server_12,22:20:00,22:20:30,17477.98,143.39,Possible DDoS
server_5,22:21:00,22:21:30,3830.81,1956.65,Normal
server_13,22:21:50,22:22:20,994.77,90.01,Normal
server_2,22:23:30,22:24:00,895.81,8956.67,Disk thrash suspected
server_18,22:24:50,22:25:20,4744.0,1708.14,Normal
server_1,22:30:00,22:30:30,994.67,7169.97,Disk thrash suspected
server_2,22:33:00,22:33:30,845.57,170.56,Normal
server_4,22:34:20,22:34:50,11097.47,182.42,Possible DDoS
server_13,22:35:50,22:36:20,19363.66,95.82,Possible DDoS
server_1,22:38:20,22:38:50,15902.86,198.02,Possible DDoS
server_15,22:38:30,22:39:00,4745.05,4093.56,Normal
server_14,22:39:10,22:39:40,992.0,85.44,Normal
server_16,22:40:20,22:40:50,921.65,3922.81,Disk thrash suspected
server_2,22:40:40,22:41:10,6107.61,1806.27,Network flood + Disk thrash suspected
server_3,22:40:50,22:41:20,852.79,100.89,Normal
server_5,22:48:00,22:48:30,2969.19,1261.04,Normal
server_14,22:48:30,22:49:00,9744.88,130.31,Possible DDoS
server_17,22:48:40,22:49:10,18544.61,4283.72,Network flood + Disk thrash suspected
server_7,22:49:00,22:49:30,829.41,9027.18,Disk thrash suspected
server_1,22:51:20,22:51:50,19359.67,152.26,Possible DDoS
server_5,22:51:30,22:52:00,19544.93,923.1,Possible DDoS
server_13,22:51:40,22:52:10,1006.73,5539.67,Disk thrash suspected
server_20,20:51:40,20:52:10,890.2,6625.66,Disk thrash suspected
server_15,20:54:10,20:54:40,953.14,111.5,Normal
server_5,20:58:10,20:58:40,620.97,5872.71,Disk thrash suspected
server_19,20:58:40,20:59:10,946.21,8269.48,Disk thrash suspected
server_15,20:58:40,20:59:10,1359.9,1063.15,Normal
server_12,21:02:40,21:03:10,16540.08,5139.54,Network flood + Disk thrash suspected
server_12,21:06:50,21:07:20,9238.42,836.91,Possible DDoS
server_1,21:09:30,21:10:00,958.08,4108.75,Disk thrash suspected
server_18,21:10:30,21:11:00,4429.78,3936.1,Normal
server_13,21:11:00,21:11:30,3935.79,1315.85,Normal
server_10,21:15:10,21:15:40,18398.63,5257.41,Network flood + Disk thrash suspected
server_3,21:16:20,21:16:50,6587.06,1895.48,Network flood + Disk thrash suspected
server_4,21:16:30,21:17:00,729.22,7027.07,Disk thrash suspected
server_4,21:17:00,21:17:30,918.01,115.52,Normal
server_6,21:17:10,21:17:40,877.37,187.13,Normal
server_14,21:17:20,21:17:50,13784.39,163.75,Possible DDoS
server_18,21:18:30,21:19:00,487.35,8163.1,Disk thrash suspected
server_4,21:18:30,21:19:00,15225.98,1151.35,Possible DDoS
server_12,21:19:30,21:20:00,4033.51,1957.61,Normal
server_15,21:19:50,21:20:20,9861.07,1354.28,Possible DDoS
server_19,21:21:20,21:21:50,1028.48,111.86,Normal
server_7,21:25:50,21:26:20,12498.95,1436.56,Possible DDoS
server_1,21:27:30,21:28:00,16392.43,7404.62,Network flood + Disk thrash suspected
server_9,21:33:00,21:33:30,8808.16,7728.33,Network flood + Disk thrash suspected
server_19,21:35:00,21:35:30,980.39,6667.21,Disk thrash suspected
server_18,21:35:30,21:36:00,4505.2,5897.19,Normal
server_12,21:37:20,21:37:50,16804.72,122.14,Possible DDoS
server_7,21:37:40,21:38:10,3068.39,1180.07,Normal
server_6,21:39:20,21:39:50,5964.53,5294.43,Network flood + Disk thrash suspected
server_1,21:40:30,21:41:00,681.14,7194.26,Disk thrash suspected
server_15,21:40:50,21:41:20,4821.03,1214.8,Normal
server_19,21:41:30,21:42:00,17711.47,1976.07,Network flood + Disk thrash suspected
server_3,21:42:40,21:43:10,15599.17,187.7,Possible DDoS
server_9,21:43:40,21:44:10,701.78,3156.24,Disk thrash suspected
server_18,21:44:00,21:44:30,622.7,138.31,Normal
server_11,21:44:10,21:44:40,13830.55,9395.18,Network flood + Disk thrash suspected
server_12,21:44:30,21:45:00,19257.84,9325.99,Network flood + Disk thrash suspected
server_3,21:45:30,21:46:00,14018.57,95.3,Possible DDoS
server_10,21:47:40,21:48:10,922.2,74.56,Normal
server_12,21:50:00,21:50:30,948.17,6914.09,Disk thrash suspected
server_10,21:51:20,21:51:50,4790.43,1885.04,Normal
server_17,21:51:50,21:52:20,10316.41,9470.22,Network flood + Disk thrash suspected
server_13,21:52:00,21:52:30,13426.38,1819.72,Network flood + Disk thrash suspected
server_14,21:52:40,21:53:10,14546.85,1934.65,Network flood + Disk thrash suspected
server_4,21:54:50,21:55:20,992.19,9562.46,Disk thrash suspected
server_11,21:55:10,21:55:40,15475.53,6850.03,Network flood + Disk thrash suspected
server_14,21:55:10,21:55:40,10767.92,1275.99,Possible DDoS
server_2,21:58:50,21:59:20,1031.76,124.62,Normal
server_2,21:59:30,22:00:00,1914.47,8465.0,Normal
server_5,22:02:30,22:03:00,3013.22,7877.29,Normal
server_12,22:02:40,22:03:10,4057.71,1195.86,Normal
server_7,22:02:50,22:03:20,17073.98,1638.34,Possible DDoS
server_2,22:03:10,22:03:40,17514.84,124.37,Possible DDoS
server_4,22:04:40,22:05:10,1278.77,1818.96,Disk thrash suspected
server_20,22:04:50,22:05:20,712.84,9613.29,Disk thrash suspected
server_14,22:05:00,22:05:30,17133.53,122.36,Possible DDoS
server_7,22:05:30,22:06:00,19859.19,4453.49,Network flood + Disk thrash suspected
server_2,22:10:40,22:11:10,4110.33,4871.27,Normal
server_4,22:12:20,22:12:50,933.92,8870.76,Disk thrash suspected
server_3,22:13:00,22:13:30,2020.49,908.32,Normal
server_7,22:13:40,22:14:10,14373.75,102.46,Possible DDoS
server_14,22:14:30,22:15:00,17056.23,9285.59,Network flood + Disk thrash suspected
server_16,22:18:20,22:18:50,10311.88,193.92,Possible DDoS
server_15,22:21:30,22:22:00,1015.28,184.28,Normal
server_11,22:25:10,22:25:40,12944.95,9992.34,Network flood + Disk thrash suspected
server_15,22:27:20,22:27:50,860.01,81.45,Normal
server_17,22:34:30,22:35:00,1910.48,625.24,Normal
server_1,22:34:30,22:35:00,8556.22,138.9,Possible DDoS
server_12,22:36:00,22:36:30,12329.75,8256.73,Network flood + Disk thrash suspected
server_4,22:37:00,22:37:30,6839.3,6502.05,Network flood + Disk thrash suspected
server_2,22:39:30,22:40:00,4367.01,5349.06,Normal
server_7,22:40:40,22:41:10,7831.8,1966.32,Network flood + Disk thrash suspected
server_18,22:41:20,22:41:50,655.24,65.89,Normal
server_1,22:42:50,22:43:20,13704.55,1455.04,Possible DDoS
server_9,22:44:00,22:44:30,9732.16,168.69,Possible DDoS
server_4,22:44:40,22:45:10,1007.19,101.53,Normal
server_12,22:44:50,22:45:20,12589.3,5501.37,Network flood + Disk thrash suspected
server_20,22:47:20,22:47:50,14586.07,3602.26,Network flood + Disk thrash suspected
server_13,22:50:20,22:50:50,4847.39,1362.61,Normal
server_10,20:54:00,20:54:30,12563.06,175.83,Possible DDoS
server_14,20:55:50,20:56:20,841.54,7571.0,Disk thrash suspected
server_8,21:00:30,21:01:00,1197.98,6506.45,Disk thrash suspected
server_15,21:01:30,21:02:00,10943.04,1647.28,Possible DDoS
server_7,21:05:20,21:05:50,14486.03,1290.93,Possible DDoS
server_13,21:05:30,21:06:00,1019.3,196.99,Normal
server_15,21:06:00,21:06:30,944.43,3341.02,Disk thrash suspected
server_1,21:08:40,21:09:10,3823.36,611.53,Normal
server_12,21:10:20,21:10:50,1063.87,69.98,Normal
server_17,21:13:00,21:13:30,9595.17,8517.3,Network flood + Disk thrash suspected
server_9,21:13:20,21:13:50,10388.72,105.58,Possible DDoS
server_15,21:19:00,21:19:30,4510.82,1786.3,Normal
server_2,21:19:40,21:20:10,686.9,139.54,Normal
server_14,21:21:00,21:21:30,954.8,130.01,Normal
server_18,21:24:00,21:24:30,4208.89,5177.6,Normal
server_12,21:24:20,21:24:50,4111.1,7533.21,Normal
server_2,21:25:00,21:25:30,819.75,103.71,Normal
server_3,21:27:30,21:28:00,998.08,102.93,Normal
server_16,21:29:20,21:29:50,9562.6,9048.84,Network flood + Disk thrash suspected
server_3,21:32:00,21:32:30,959.35,151.97,Normal
server_4,21:32:00,21:32:30,972.28,147.28,Normal
server_11,21:38:50,21:39:20,2805.75,6039.5,Normal
server_2,21:38:50,21:39:20,19087.02,92.22,Possible DDoS
server_1,21:40:00,21:40:30,1010.62,79.25,Normal
server_14,21:42:40,21:43:10,18996.11,4881.3,Network flood + Disk thrash suspected
server_4,21:43:20,21:43:50,4708.38,1415.92,Normal
server_6,21:44:20,21:44:50,10793.74,172.18,Possible DDoS
server_17,21:44:50,21:45:20,4711.11,5935.15,Normal
server_11,21:46:00,21:46:30,841.93,152.85,Normal
server_3,21:46:00,21:46:30,6612.57,89.67,Possible DDoS
server_10,21:46:50,21:47:20,13058.41,156.88,Possible DDoS
server_18,21:47:20,21:47:50,873.53,93.18,Normal
server_7,21:49:20,21:49:50,1225.04,824.8,Normal
server_8,21:51:00,21:51:30,3242.3,5998.43,Normal
server_15,21:51:10,21:51:40,9417.77,601.84,Possible DDoS
server_8,21:51:10,21:51:40,17271.43,895.35,Possible DDoS
server_6,21:51:20,21:51:50,15328.63,106.5,Possible DDoS
server_16,21:51:40,21:52:10,10245.81,1656.85,Possible DDoS
server_16,21:52:30,21:53:00,18766.12,1735.77,Possible DDoS
server_9,21:52:40,21:53:10,4928.23,1130.87,Normal
server_7,21:53:30,21:54:00,4710.7,5366.7,Normal
server_16,21:54:20,21:54:50,18389.44,128.39,Possible DDoS
server_13,21:54:50,21:55:20,6079.91,145.09,Possible DDoS
server_19,21:55:20,21:55:50,984.19,211.25,Normal
server_20,21:59:30,22:00:00,17208.96,145.0,Possible DDoS
server_8,22:00:00,22:00:30,14276.99,1518.06,Possible DDoS
server_18,22:03:30,22:04:00,977.17,5687.43,Disk thrash suspected
server_16,22:05:50,22:06:20,2948.4,570.92,Normal
server_6,22:06:00,22:06:30,19423.91,8377.13,Network flood + Disk thrash suspected
server_19,22:06:50,22:07:20,14306.28,109.23,Possible DDoS
server_19,22:10:20,22:10:50,9540.99,1858.98,Network flood + Disk thrash suspected
server_10,22:11:10,22:11:40,4809.25,1293.57,Normal
server_18,22:11:20,22:11:50,1091.5,7295.36,Disk thrash suspected
server_18,22:13:50,22:14:20,1984.67,814.03,Normal
server_9,22:18:10,22:18:40,8298.71,1315.1,Possible DDoS
server_14,22:18:50,22:19:20,5991.07,1862.86,Network flood + Disk thrash suspected
server_15,22:19:00,22:19:30,19597.37,1247.93,Possible DDoS
server_1,22:20:20,22:20:50,2440.08,9629.32,Normal
server_16,22:21:20,22:21:50,16751.41,194.19,Possible DDoS
server_17,22:22:00,22:22:30,2219.3,1000.48,Normal
server_13,22:24:40,22:25:10,822.59,133.27,Normal
server_4,22:26:40,22:27:10,895.0,3588.03,Disk thrash suspected
server_3,22:28:50,22:29:20,862.81,161.64,Normal
server_14,22:30:00,22:30:30,4378.81,7999.57,Normal
server_13,22:31:20,22:31:50,12208.58,176.22,Possible DDoS
server_20,22:31:20,22:31:50,486.83,98.59,Normal
server_15,22:35:30,22:36:00,2966.99,1700.08,Normal
server_11,22:36:20,22:36:50,2116.47,1490.74,Normal
server_2,22:39:20,22:39:50,4367.01,5349.06,Normal
server_11,22:41:00,22:41:30,19143.62,3549.97,Network flood + Disk thrash suspected
server_9,22:47:00,22:47:30,994.59,159.12,Normal
server_15,22:48:10,22:48:40,11646.0,133.09,Possible DDoS
server_2,22:49:20,22:49:50,14834.38,8401.96,Network flood + Disk thrash suspected
server_16,22:51:00,22:51:30,1703.44,582.23,Normal
server_13,20:54:00,20:54:30,13334.51,3338.07,Network flood + Disk thrash suspected
server_2,20:54:50,20:55:20,14983.1,131.29,Possible DDoS
server_16,20:57:10,20:57:40,4382.47,1467.03,Normal
server_7,20:58:10,20:58:40,983.37,5699.21,Disk thrash suspected
server_16,21:06:20,21:06:50,19714.27,1714.29,Possible DDoS
server_18,21:06:50,21:07:20,8391.4,6104.25,Network flood + Disk thrash suspected
server_15,21:06:50,21:07:20,1900.89,860.16,Normal
server_13,21:06:50,21:07:20,971.23,9712.73,Disk thrash suspected
server_10,21:07:30,21:08:00,3353.58,7974.36,Normal
server_11,21:07:50,21:08:20,19293.06,9275.95,Network flood + Disk thrash suspected
server_6,21:07:50,21:08:20,3183.47,9700.27,Normal
server_5,21:13:50,21:14:20,991.94,155.98,Normal
server_20,21:14:20,21:14:50,2227.84,557.67,Normal
server_1,21:16:00,21:16:30,6193.72,8077.78,Network flood + Disk thrash suspected
server_5,21:18:20,21:18:50,10693.31,98.66,Possible DDoS
server_5,21:19:00,21:19:30,2576.06,1011.06,Normal
server_5,21:19:50,21:20:20,848.45,134.95,Normal
server_13,21:20:10,21:20:40,11374.91,91.82,Possible DDoS
server_19,21:21:50,21:22:20,4842.07,4696.24,Normal
server_9,21:22:10,21:22:40,19909.63,1874.77,Network flood + Disk thrash suspected
